timestamp,batch_id,time_min,moisture_raw,red,green,blue,moisture_status,color_status,final_status,readiness_score
2026-05-11 05:32:27,BATCH_001,1355,516,9531,9476,9500,PASS,PASS,PASS,100
2026-05-11 05:32:40,BATCH_001,1360,516,9489,9480,9502,PASS,PASS,PASS,100
2026-05-11 05:32:54,BATCH_001,1365,516,9520,9478,9475,PASS,PASS,PASS,100
2026-05-11 05:33:07,BATCH_001,1370,516,9522,9531,9532,PASS,PASS,PASS,100
2026-05-11 05:33:21,BATCH_001,1375,516,9741,9761,9786,PASS,PASS,PASS,100
2026-05-11 05:33:35,BATCH_001,1380,357,10091,10071,10072,WARN,PASS,WARN,75
2026-05-11 05:33:47,BATCH_001,1385,353,10033,10023,10034,WARN,PASS,WARN,75
2026-05-11 05:33:56,BATCH_001,1390,352,9993,10004,10003,WARN,PASS,WARN,75
2026-05-11 05:34:10,BATCH_001,1395,235,9979,10004,9993,HOLD,PASS,HOLD,50
2026-05-11 05:34:18,BATCH_001,1400,235,9975,9981,9966,HOLD,PASS,HOLD,50
2026-05-11 05:34:25,BATCH_001,1405,233,10122,10109,10113,HOLD,PASS,HOLD,50
2026-05-11 05:34:35,BATCH_001,1410,483,15482,15870,16314,PASS,PASS,PASS,100
2026-05-11 05:34:44,BATCH_001,1415,535,9457,9452,9539,PASS,PASS,PASS,100
2026-05-11 05:34:54,BATCH_001,1420,533,9760,9760,9774,PASS,PASS,PASS,100
2026-05-11 05:35:03,BATCH_001,1425,533,9758,9761,9766,PASS,PASS,PASS,100
2026-05-11 05:35:13,BATCH_001,1430,533,9668,9641,9673,PASS,PASS,PASS,100
2026-05-11 05:35:23,BATCH_001,1435,533,9710,9722,9678,PASS,PASS,PASS,100
2026-05-11 05:35:32,BATCH_001,1440,533,9681,9709,9649,PASS,PASS,PASS,100
2026-05-11 05:35:42,BATCH_001,1445,533,9663,9672,9694,PASS,PASS,PASS,100
2026-05-11 05:35:51,BATCH_001,1450,534,9725,9751,9732,PASS,PASS,PASS,100
2026-05-11 05:36:01,BATCH_001,1455,536,9711,9696,9700,PASS,PASS,PASS,100
2026-05-11 05:36:10,BATCH_001,1460,531,9726,9765,9738,PASS,PASS,PASS,100
2026-05-11 05:36:20,BATCH_001,1465,525,9660,9671,9675,PASS,PASS,PASS,100
2026-05-11 05:36:29,BATCH_001,1470,531,10911,11063,11255,PASS,PASS,PASS,100
2026-05-11 05:36:39,BATCH_001,1475,336,10321,10295,10319,WARN,PASS,WARN,75
2026-05-11 05:36:49,BATCH_001,1480,331,10001,9998,10045,WARN,PASS,WARN,75
2026-05-11 05:36:58,BATCH_001,1485,349,10424,10044,10007,WARN,PASS,WARN,75
2026-05-11 05:37:08,BATCH_001,1490,232,10278,10245,10236,HOLD,PASS,HOLD,50
2026-05-11 05:37:19,BATCH_001,1495,232,10105,10074,10088,HOLD,PASS,HOLD,50
2026-05-11 05:37:28,BATCH_001,1500,478,12972,13138,13239,PASS,PASS,PASS,100
2026-05-11 05:37:38,BATCH_001,1505,500,9747,9812,9795,PASS,PASS,PASS,100
2026-05-11 05:37:48,BATCH_001,1510,501,9502,9468,9458,PASS,PASS,PASS,100
2026-05-11 05:37:57,BATCH_001,1515,502,9429,9434,9432,PASS,PASS,PASS,100
2026-05-11 05:38:07,BATCH_001,1520,503,9489,9434,9449,PASS,PASS,PASS,100
2026-05-11 05:38:16,BATCH_001,1525,503,9418,9434,9439,PASS,PASS,PASS,100
2026-05-11 05:38:26,BATCH_001,1530,503,9414,9502,9403,PASS,PASS,PASS,100
2026-05-11 05:38:35,BATCH_001,1535,504,9442,9428,9447,PASS,PASS,PASS,100
2026-05-11 05:38:45,BATCH_001,1540,503,9426,9417,9416,PASS,PASS,PASS,100
2026-05-11 05:38:54,BATCH_001,1545,504,9389,9431,9415,PASS,PASS,PASS,100
2026-05-11 05:39:04,BATCH_001,1550,504,9450,9424,9441,PASS,PASS,PASS,100
2026-05-11 05:39:13,BATCH_001,1555,503,9408,9421,9447,PASS,PASS,PASS,100
2026-05-11 05:39:23,BATCH_001,1560,504,9435,9412,9400,PASS,PASS,PASS,100
2026-05-11 05:39:32,BATCH_001,1565,504,9404,9372,9402,PASS,PASS,PASS,100
2026-05-11 05:39:42,BATCH_001,1570,504,9389,9412,9395,PASS,PASS,PASS,100
2026-05-11 05:39:51,BATCH_001,1575,504,9410,9354,9384,PASS,PASS,PASS,100
2026-05-11 05:40:01,BATCH_001,1580,504,9371,9387,9390,PASS,PASS,PASS,100
2026-05-11 05:40:10,BATCH_001,1585,504,9396,9404,9405,PASS,PASS,PASS,100
2026-05-11 05:40:20,BATCH_001,1590,504,9407,9384,9350,PASS,PASS,PASS,100
2026-05-11 05:40:29,BATCH_001,1595,504,9700,9745,9731,PASS,PASS,PASS,100
2026-05-11 05:40:39,BATCH_001,1600,504,9484,9484,9513,PASS,PASS,PASS,100
2026-05-11 05:40:48,BATCH_001,1605,504,9529,9520,9491,PASS,PASS,PASS,100
2026-05-11 05:40:58,BATCH_001,1610,504,9614,9482,9437,PASS,PASS,PASS,100
2026-05-11 05:41:07,BATCH_001,1615,504,9668,9637,9600,PASS,PASS,PASS,100
2026-05-11 05:41:17,BATCH_001,1620,504,9665,9668,9672,PASS,PASS,PASS,100
2026-05-11 05:41:26,BATCH_001,1625,504,9652,9687,9669,PASS,PASS,PASS,100
2026-05-11 05:41:36,BATCH_001,1630,504,9666,9676,9646,PASS,PASS,PASS,100
2026-05-11 05:41:45,BATCH_001,1635,504,9581,9653,9644,PASS,PASS,PASS,100
2026-05-11 05:41:54,BATCH_001,1640,504,9680,9746,9707,PASS,PASS,PASS,100
2026-05-11 05:42:04,BATCH_001,1645,504,9717,9674,9656,PASS,PASS,PASS,100
2026-05-11 05:42:13,BATCH_001,1650,504,9715,9647,9675,PASS,PASS,PASS,100
2026-05-11 05:42:23,BATCH_001,1655,504,9653,9653,9639,PASS,PASS,PASS,100
2026-05-11 05:42:32,BATCH_001,1660,504,9657,9654,9643,PASS,PASS,PASS,100
2026-05-11 05:42:41,BATCH_001,1665,504,9652,9643,9636,PASS,PASS,PASS,100
2026-05-11 05:42:51,BATCH_001,1670,504,9640,9640,9643,PASS,PASS,PASS,100
2026-05-11 05:43:01,BATCH_001,1675,504,9637,9622,9637,PASS,PASS,PASS,100
2026-05-11 05:43:11,BATCH_001,1680,504,9609,9642,9644,PASS,PASS,PASS,100
2026-05-11 05:43:20,BATCH_001,1685,504,9646,9623,9678,PASS,PASS,PASS,100
2026-05-11 05:43:30,BATCH_001,1690,504,9672,9681,9636,PASS,PASS,PASS,100
2026-05-11 23:52:04,BATCH_001,1695,539,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:52:22,BATCH_001,1700,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:52:33,BATCH_001,1705,538,59,71,62,PASS,PASS,PASS,100
2026-05-11 23:52:44,BATCH_001,1710,538,59,71,62,PASS,PASS,PASS,100
2026-05-11 23:52:56,BATCH_001,1715,538,59,71,62,PASS,PASS,PASS,100
2026-05-11 23:53:05,BATCH_002,95,538,58,72,62,PASS,PASS,PASS,100
2026-05-11 23:53:16,BATCH_002,100,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:53:28,BATCH_002,105,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:53:39,BATCH_002,110,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:53:46,BATCH_002,115,498,53,69,61,PASS,PASS,PASS,100
2026-05-11 23:53:50,BATCH_002,120,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:53:53,BATCH_002,125,498,67,76,70,PASS,WARN,WARN,80
2026-05-11 23:53:56,BATCH_002,130,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:53:59,BATCH_002,135,498,67,76,70,PASS,WARN,WARN,80
2026-05-11 23:54:02,BATCH_002,140,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:54:05,BATCH_002,145,221,78,88,74,HOLD,HOLD,HOLD,10
2026-05-11 23:54:09,BATCH_002,150,538,58,71,62,PASS,PASS,PASS,100
2026-05-11 23:54:21,BATCH_002,155,555,85,94,79,PASS,HOLD,HOLD,60
2026-05-11 23:54:33,BATCH_002,160,446,85,95,79,PASS,HOLD,HOLD,60
2026-05-11 23:54:45,BATCH_002,165,426,84,94,79,WARN,HOLD,HOLD,35
2026-05-11 23:54:57,BATCH_002,170,421,84,95,78,WARN,HOLD,HOLD,35
2026-05-11 23:55:09,BATCH_002,175,418,84,94,78,WARN,HOLD,HOLD,35
2026-05-11 23:55:22,BATCH_002,180,416,84,94,78,WARN,HOLD,HOLD,35
2026-05-11 23:55:34,BATCH_002,185,413,84,94,79,WARN,HOLD,HOLD,35
2026-05-11 23:55:45,BATCH_003,0,552,85,97,81,PASS,HOLD,HOLD,60
2026-05-11 23:55:57,BATCH_003,5,538,75,82,68,PASS,HOLD,HOLD,60
2026-05-11 23:56:10,BATCH_003,10,536,79,90,76,PASS,HOLD,HOLD,60
2026-05-11 23:56:21,BATCH_003,15,532,62,76,66,PASS,PASS,PASS,100
2026-05-11 23:56:32,BATCH_003,20,532,62,75,66,PASS,PASS,PASS,100
2026-05-11 23:56:44,BATCH_003,25,532,63,76,66,PASS,PASS,PASS,100
2026-05-11 23:56:55,BATCH_003,30,532,63,76,66,PASS,PASS,PASS,100
2026-05-11 23:57:07,BATCH_003,35,532,62,76,66,PASS,PASS,PASS,100
2026-05-11 23:57:18,BATCH_003,40,532,63,76,65,PASS,PASS,PASS,100
2026-05-11 23:57:29,BATCH_003,45,531,62,75,65,PASS,PASS,PASS,100
2026-05-11 23:57:41,BATCH_003,50,532,62,76,66,PASS,PASS,PASS,100
2026-05-11 23:57:52,BATCH_003,55,532,62,75,65,PASS,PASS,PASS,100
2026-05-11 23:58:04,BATCH_003,60,532,62,76,65,PASS,PASS,PASS,100
2026-05-11 23:58:15,BATCH_003,65,532,62,76,66,PASS,PASS,PASS,100
2026-05-11 23:58:27,BATCH_003,70,532,62,75,65,PASS,PASS,PASS,100
2026-05-11 23:58:38,BATCH_003,75,531,62,75,66,PASS,PASS,PASS,100
2026-05-11 23:58:49,BATCH_003,80,532,62,75,66,PASS,PASS,PASS,100
2026-05-11 23:59:01,BATCH_003,85,531,62,75,65,PASS,PASS,PASS,100
2026-05-11 23:59:12,BATCH_003,90,532,62,75,65,PASS,PASS,PASS,100
2026-05-11 23:59:23,BATCH_003,95,531,62,76,65,PASS,PASS,PASS,100
2026-05-11 23:59:35,BATCH_003,100,531,62,76,66,PASS,PASS,PASS,100
2026-05-11 23:59:46,BATCH_003,105,531,62,76,66,PASS,PASS,PASS,100
2026-05-11 23:59:58,BATCH_003,110,531,63,76,66,PASS,PASS,PASS,100
2026-05-12 00:00:09,BATCH_003,115,531,63,75,66,PASS,PASS,PASS,100
2026-05-12 00:00:21,BATCH_003,120,531,62,76,65,PASS,PASS,PASS,100
2026-05-12 00:00:32,BATCH_003,125,532,62,76,66,PASS,PASS,PASS,100
2026-05-12 00:00:43,BATCH_003,130,531,62,76,66,PASS,PASS,PASS,100
2026-05-12 00:00:55,BATCH_003,135,532,63,76,65,PASS,PASS,PASS,100
2026-05-12 00:01:08,BATCH_003,140,531,62,76,65,PASS,PASS,PASS,100
2026-05-12 03:00:18,BATCH_001,1720,537,57,69,61,PASS,PASS,PASS,100
2026-05-12 03:00:34,BATCH_001,1725,537,56,69,60,PASS,PASS,PASS,100
2026-05-12 11:43:32,BATCH_001,1730,515,302,355,311,PASS,HOLD,HOLD,60
2026-05-12 11:45:21,BATCH_001,1735,552,251,323,282,PASS,HOLD,HOLD,60
2026-05-12 11:45:29,BATCH_001,1740,552,258,324,283,PASS,HOLD,HOLD,60
2026-05-12 11:58:44,BATCH_001,1745,334,410,462,390,WARN,HOLD,HOLD,35
2026-05-12 11:58:54,BATCH_001,1750,333,398,459,383,WARN,HOLD,HOLD,35
2026-05-12 11:59:03,BATCH_001,1755,332,402,458,380,WARN,HOLD,HOLD,35
2026-05-12 11:59:09,BATCH_001,1760,332,401,449,379,WARN,HOLD,HOLD,35
2026-05-12 12:22:09,BATCH_001,1765,301,360,413,345,HOLD,PASS,HOLD,50
2026-05-12 12:22:23,BATCH_001,1770,302,362,422,353,HOLD,PASS,HOLD,50
2026-05-12 12:22:35,BATCH_001,1775,302,368,422,353,HOLD,PASS,HOLD,50
2026-05-12 12:22:47,BATCH_001,1780,500,385,413,339,PASS,PASS,PASS,100
2026-05-12 12:22:59,BATCH_001,1785,516,364,402,332,PASS,PASS,PASS,100
2026-05-12 12:23:10,BATCH_001,1790,514,359,390,327,PASS,PASS,PASS,100
2026-05-12 12:23:21,BATCH_001,1795,515,357,394,326,PASS,PASS,PASS,100
2026-05-12 12:23:33,BATCH_001,1800,515,364,392,323,PASS,PASS,PASS,100
2026-05-12 12:23:44,BATCH_001,1805,515,364,387,320,PASS,PASS,PASS,100
2026-05-12 12:23:56,BATCH_001,1810,515,364,388,320,PASS,PASS,PASS,100
2026-05-12 12:24:07,BATCH_001,1815,518,317,389,344,PASS,PASS,PASS,100
2026-05-12 12:24:18,BATCH_001,1820,511,307,406,355,PASS,PASS,PASS,100
2026-05-12 12:24:30,BATCH_001,1825,509,357,465,378,PASS,PASS,PASS,100
2026-05-12 12:24:41,BATCH_001,1830,510,321,383,335,PASS,PASS,PASS,100
2026-05-12 12:24:53,BATCH_001,1835,516,328,362,344,PASS,PASS,PASS,100
2026-05-12 12:25:04,BATCH_001,1840,517,331,363,294,PASS,PASS,PASS,100
2026-05-12 12:25:16,BATCH_001,1845,517,343,371,306,PASS,PASS,PASS,100
2026-05-12 12:25:27,BATCH_001,1850,517,336,370,305,PASS,PASS,PASS,100
2026-05-12 12:25:39,BATCH_001,1855,517,336,371,306,PASS,PASS,PASS,100
2026-05-12 12:25:50,BATCH_001,1860,517,338,371,307,PASS,PASS,PASS,100
2026-05-12 12:26:02,BATCH_001,1865,517,337,371,300,PASS,PASS,PASS,100
2026-05-12 12:26:13,BATCH_001,1870,517,342,363,304,PASS,PASS,PASS,100
2026-05-12 12:26:25,BATCH_001,1875,517,335,369,304,PASS,PASS,PASS,100
2026-05-12 12:26:36,BATCH_001,1880,516,334,368,304,PASS,PASS,PASS,100
2026-05-12 12:26:47,BATCH_001,1885,516,341,369,305,PASS,PASS,PASS,100
2026-05-12 12:26:59,BATCH_001,1890,516,341,362,304,PASS,PASS,PASS,100
2026-05-12 12:27:10,BATCH_001,1895,517,340,367,303,PASS,PASS,PASS,100
2026-05-12 12:27:22,BATCH_001,1900,517,339,366,301,PASS,PASS,PASS,100
2026-05-12 12:27:33,BATCH_001,1905,517,340,366,302,PASS,PASS,PASS,100
2026-05-12 12:27:45,BATCH_001,1910,516,334,367,302,PASS,PASS,PASS,100
2026-05-12 12:27:56,BATCH_001,1915,517,332,365,301,PASS,PASS,PASS,100
2026-05-12 12:28:08,BATCH_001,1920,627,334,419,370,PASS,PASS,PASS,100
2026-05-12 12:28:19,BATCH_001,1925,516,358,421,347,PASS,PASS,PASS,100
2026-05-12 12:28:31,BATCH_001,1930,478,318,401,347,PASS,PASS,PASS,100
2026-05-12 12:28:43,BATCH_001,1935,253,409,485,404,HOLD,WARN,HOLD,30
2026-05-12 12:28:55,BATCH_001,1940,244,830,698,653,HOLD,HOLD,HOLD,10
2026-05-12 12:29:07,BATCH_001,1945,241,808,683,650,HOLD,HOLD,HOLD,10
2026-05-12 12:29:19,BATCH_001,1950,254,332,398,351,HOLD,PASS,HOLD,50
2026-05-12 12:29:31,BATCH_001,1955,242,339,406,329,HOLD,PASS,HOLD,50
2026-05-12 12:29:44,BATCH_001,1960,255,320,372,310,HOLD,PASS,HOLD,50
2026-05-12 12:29:55,BATCH_001,1965,496,310,387,320,PASS,PASS,PASS,100
2026-05-12 12:30:06,BATCH_001,1970,508,325,357,295,PASS,PASS,PASS,100
2026-05-12 12:30:18,BATCH_001,1975,513,330,364,291,PASS,PASS,PASS,100
2026-05-12 12:30:29,BATCH_001,1980,515,336,362,293,PASS,PASS,PASS,100
2026-05-12 12:30:41,BATCH_001,1985,513,325,360,295,PASS,PASS,PASS,100
2026-05-12 12:30:52,BATCH_001,1990,514,337,354,300,PASS,PASS,PASS,100
2026-05-12 12:31:04,BATCH_001,1995,515,331,344,303,PASS,PASS,PASS,100
2026-05-12 12:31:15,BATCH_001,2000,513,362,392,325,PASS,PASS,PASS,100
2026-05-12 12:31:26,BATCH_001,2005,514,373,419,320,PASS,PASS,PASS,100
2026-05-12 12:31:38,BATCH_001,2010,514,348,379,316,PASS,PASS,PASS,100
2026-05-12 12:31:50,BATCH_001,2015,515,330,354,285,PASS,PASS,PASS,100
2026-05-12 12:32:01,BATCH_001,2020,515,344,364,300,PASS,PASS,PASS,100
2026-05-12 12:32:13,BATCH_001,2025,514,345,414,359,PASS,PASS,PASS,100
2026-05-12 12:32:24,BATCH_001,2030,468,271,349,303,PASS,PASS,PASS,100
2026-05-12 12:32:35,BATCH_001,2035,509,330,390,327,PASS,PASS,PASS,100
2026-05-12 12:32:47,BATCH_001,2040,510,279,337,283,PASS,PASS,PASS,100
2026-05-12 12:32:58,BATCH_001,2045,510,270,335,287,PASS,PASS,PASS,100
2026-05-12 12:33:10,BATCH_001,2050,518,235,314,270,PASS,PASS,PASS,100
2026-05-12 12:33:21,BATCH_001,2055,517,312,336,271,PASS,PASS,PASS,100
2026-05-12 12:33:33,BATCH_001,2060,517,306,335,277,PASS,PASS,PASS,100
2026-05-12 12:33:44,BATCH_001,2065,516,320,345,276,PASS,PASS,PASS,100
2026-05-12 12:33:56,BATCH_001,2070,516,353,379,307,PASS,PASS,PASS,100
2026-05-12 12:34:07,BATCH_001,2075,515,348,369,309,PASS,PASS,PASS,100
2026-05-12 12:34:18,BATCH_001,2080,539,295,323,264,PASS,PASS,PASS,100
2026-05-12 14:28:22,BATCH_001,2085,2,566,526,492,HOLD,HOLD,HOLD,10
2026-05-12 14:28:41,BATCH_001,2090,2,563,542,512,HOLD,HOLD,HOLD,10
2026-05-12 14:28:54,BATCH_001,2095,2,559,533,509,HOLD,HOLD,HOLD,10
2026-05-12 14:29:06,BATCH_001,2100,2,564,543,505,HOLD,HOLD,HOLD,10
2026-05-12 14:29:19,BATCH_001,2105,3,562,541,512,HOLD,HOLD,HOLD,10
2026-05-12 14:29:32,BATCH_001,2110,2,559,532,510,HOLD,HOLD,HOLD,10
2026-05-12 14:29:45,BATCH_001,2115,2,560,533,509,HOLD,HOLD,HOLD,10
2026-05-12 14:39:39,BATCH_001,2120,510,595,554,517,PASS,HOLD,HOLD,60
2026-05-12 14:40:47,BATCH_001,2125,521,319,377,329,PASS,PASS,PASS,100
2026-05-12 14:50:41,BATCH_001,2130,417,331,383,321,WARN,PASS,WARN,75
2026-05-12 14:50:53,BATCH_001,2135,451,334,378,322,PASS,PASS,PASS,100
2026-05-12 14:51:06,BATCH_001,2140,380,364,401,336,WARN,PASS,WARN,75
2026-05-12 14:51:18,BATCH_001,2145,380,339,377,317,WARN,PASS,WARN,75
2026-05-12 14:51:30,BATCH_001,2150,379,331,376,315,WARN,PASS,WARN,75
2026-05-12 14:51:43,BATCH_001,2155,406,341,392,322,WARN,PASS,WARN,75
2026-05-12 14:51:55,BATCH_001,2160,406,341,386,323,WARN,PASS,WARN,75
2026-05-12 14:52:08,BATCH_001,2165,405,342,387,330,WARN,PASS,WARN,75
2026-05-12 14:52:20,BATCH_001,2170,404,341,392,323,WARN,PASS,WARN,75
2026-05-12 14:52:32,BATCH_001,2175,404,340,391,322,WARN,PASS,WARN,75
2026-05-12 14:52:45,BATCH_001,2180,404,346,392,322,WARN,PASS,WARN,75
2026-05-12 14:52:57,BATCH_001,2185,404,340,391,328,WARN,PASS,WARN,75
2026-05-12 14:53:09,BATCH_001,2190,404,340,391,328,WARN,PASS,WARN,75
2026-05-12 14:53:22,BATCH_001,2195,403,340,391,321,WARN,PASS,WARN,75
2026-05-12 14:53:34,BATCH_001,2200,403,346,384,327,WARN,PASS,WARN,75
2026-05-12 14:53:46,BATCH_001,2205,403,339,390,321,WARN,PASS,WARN,75
2026-05-12 14:53:59,BATCH_001,2210,403,346,391,328,WARN,PASS,WARN,75
2026-05-12 16:11:59,BATCH_001,2215,517,57,86,82,PASS,HOLD,HOLD,60
2026-05-12 16:12:12,BATCH_001,2220,304,294,349,287,HOLD,PASS,HOLD,50
2026-05-12 16:12:22,BATCH_001,2225,303,298,345,292,HOLD,PASS,HOLD,50
2026-05-12 16:12:26,BATCH_001,2230,303,303,344,291,HOLD,PASS,HOLD,50
2026-05-12 16:12:38,BATCH_001,2235,302,305,345,286,HOLD,PASS,HOLD,50
2026-05-12 16:12:50,BATCH_001,2240,302,307,349,296,HOLD,PASS,HOLD,50
2026-05-12 16:12:56,BATCH_001,2245,302,301,348,293,HOLD,PASS,HOLD,50
2026-05-12 16:13:00,BATCH_001,2250,302,305,347,287,HOLD,PASS,HOLD,50
2026-05-12 16:13:12,BATCH_001,2255,302,304,346,292,HOLD,PASS,HOLD,50
2026-05-12 16:13:25,BATCH_001,2260,302,290,339,287,HOLD,PASS,HOLD,50
2026-05-12 16:13:37,BATCH_001,2265,326,301,345,291,HOLD,PASS,HOLD,50
2026-05-12 16:13:49,BATCH_001,2270,310,300,350,296,HOLD,PASS,HOLD,50
2026-05-12 16:14:02,BATCH_001,2275,330,339,391,334,HOLD,PASS,HOLD,50
2026-05-12 16:14:14,BATCH_001,2280,321,334,390,330,HOLD,PASS,HOLD,50
2026-05-12 16:14:28,BATCH_001,2285,322,331,386,327,HOLD,PASS,HOLD,50
2026-05-12 16:14:40,BATCH_001,2290,322,334,384,319,HOLD,PASS,HOLD,50
2026-05-12 16:14:52,BATCH_001,2295,321,332,382,324,HOLD,PASS,HOLD,50
2026-05-12 16:15:04,BATCH_001,2300,322,340,383,329,HOLD,PASS,HOLD,50
2026-05-12 16:15:17,BATCH_001,2305,323,337,387,333,HOLD,PASS,HOLD,50
2026-05-12 16:27:02,BATCH_001,2310,328,323,366,303,HOLD,PASS,HOLD,50
2026-05-12 16:27:19,BATCH_001,2315,323,299,350,295,HOLD,PASS,HOLD,50
2026-05-12 16:27:32,BATCH_001,2320,320,285,325,274,HOLD,PASS,HOLD,50
2026-05-12 16:27:44,BATCH_001,2325,319,285,325,278,HOLD,PASS,HOLD,50
2026-05-12 16:27:57,BATCH_001,2330,319,284,330,278,HOLD,PASS,HOLD,50
2026-05-12 16:28:10,BATCH_001,2335,319,283,328,270,HOLD,PASS,HOLD,50
2026-05-12 16:28:22,BATCH_001,2340,319,289,328,270,HOLD,PASS,HOLD,50
2026-05-12 16:28:35,BATCH_001,2345,319,284,322,277,HOLD,PASS,HOLD,50
2026-05-12 16:28:48,BATCH_001,2350,318,285,329,277,HOLD,PASS,HOLD,50
2026-05-12 16:29:00,BATCH_001,2355,318,292,330,277,HOLD,PASS,HOLD,50
2026-05-12 16:29:13,BATCH_001,2360,318,286,330,277,HOLD,PASS,HOLD,50
2026-05-12 16:29:26,BATCH_001,2365,318,290,329,277,HOLD,PASS,HOLD,50
2026-05-12 16:29:38,BATCH_001,2370,318,284,322,276,HOLD,PASS,HOLD,50
2026-05-12 16:29:51,BATCH_001,2375,320,285,330,278,HOLD,PASS,HOLD,50
2026-05-12 16:30:03,BATCH_001,2380,312,281,326,274,HOLD,PASS,HOLD,50
2026-05-12 16:30:16,BATCH_001,2385,312,282,325,273,HOLD,PASS,HOLD,50
2026-05-12 16:30:28,BATCH_001,2390,312,277,316,271,HOLD,PASS,HOLD,50
2026-05-12 16:30:40,BATCH_001,2395,311,286,324,273,HOLD,PASS,HOLD,50
2026-05-12 16:30:52,BATCH_001,2400,515,369,417,348,PASS,PASS,PASS,100
2026-05-12 16:31:03,BATCH_001,2405,516,366,414,346,PASS,PASS,PASS,100
2026-05-12 16:31:14,BATCH_001,2410,791,358,396,325,PASS,PASS,PASS,100
2026-05-12 16:31:26,BATCH_001,2415,769,350,395,323,PASS,PASS,PASS,100
2026-05-12 16:31:37,BATCH_001,2420,772,349,393,328,PASS,PASS,PASS,100
2026-05-12 16:31:49,BATCH_001,2425,768,350,395,330,PASS,PASS,PASS,100
2026-05-12 16:32:00,BATCH_001,2430,543,303,400,340,PASS,PASS,PASS,100
2026-05-12 16:32:11,BATCH_001,2435,509,280,358,309,PASS,PASS,PASS,100
2026-05-12 16:32:23,BATCH_001,2440,542,294,385,336,PASS,PASS,PASS,100
2026-05-12 16:32:34,BATCH_001,2445,534,298,381,328,PASS,PASS,PASS,100
2026-05-12 16:32:46,BATCH_001,2450,508,297,378,333,PASS,PASS,PASS,100
2026-05-12 16:32:58,BATCH_001,2455,509,300,389,350,PASS,PASS,PASS,100
2026-05-12 16:33:10,BATCH_001,2460,566,296,365,318,PASS,PASS,PASS,100
2026-05-12 16:33:22,BATCH_001,2465,540,271,350,307,PASS,PASS,PASS,100
2026-05-12 16:33:34,BATCH_001,2470,549,269,335,298,PASS,PASS,PASS,100
2026-05-12 16:33:46,BATCH_001,2475,560,274,344,300,PASS,PASS,PASS,100
2026-05-12 16:33:57,BATCH_001,2480,602,255,322,291,PASS,PASS,PASS,100
2026-05-12 16:34:09,BATCH_001,2485,584,284,369,317,PASS,PASS,PASS,100
2026-05-12 16:34:21,BATCH_001,2490,578,292,365,319,PASS,PASS,PASS,100
2026-05-12 16:34:34,BATCH_001,2495,582,154,215,182,PASS,HOLD,HOLD,60
2026-05-12 16:34:46,BATCH_001,2500,569,291,374,327,PASS,PASS,PASS,100
2026-05-12 16:34:58,BATCH_001,2505,567,153,230,209,PASS,HOLD,HOLD,60
2026-05-12 16:35:10,BATCH_001,2510,556,288,359,318,PASS,PASS,PASS,100
2026-05-12 16:35:22,BATCH_001,2515,558,304,383,329,PASS,PASS,PASS,100
2026-05-12 16:35:34,BATCH_001,2520,557,306,384,337,PASS,PASS,PASS,100
2026-05-12 16:35:45,BATCH_001,2525,557,306,384,337,PASS,PASS,PASS,100
2026-05-12 16:35:57,BATCH_001,2530,577,311,391,344,PASS,PASS,PASS,100
2026-05-12 16:36:09,BATCH_001,2535,575,310,393,336,PASS,PASS,PASS,100
2026-05-12 16:36:13,BATCH_001,2540,575,310,393,342,PASS,PASS,PASS,100
2026-05-12 16:36:18,BATCH_001,2545,575,308,391,341,PASS,PASS,PASS,100
2026-05-12 16:36:23,BATCH_001,2550,574,309,394,338,PASS,PASS,PASS,100
2026-05-12 16:36:31,BATCH_001,2555,573,304,395,338,PASS,PASS,PASS,100
2026-05-12 16:36:42,BATCH_001,2560,572,394,425,360,PASS,PASS,PASS,100
2026-05-12 16:36:54,BATCH_001,2565,570,382,431,352,PASS,PASS,PASS,100
2026-05-12 16:37:06,BATCH_001,2570,576,378,420,352,PASS,PASS,PASS,100
2026-05-12 16:37:18,BATCH_001,2575,574,380,426,347,PASS,PASS,PASS,100
2026-05-12 16:37:30,BATCH_001,2580,567,381,418,351,PASS,PASS,PASS,100
2026-05-12 16:37:42,BATCH_001,2585,480,153,243,142,PASS,HOLD,HOLD,60
2026-05-12 16:37:55,BATCH_001,2590,358,365,435,366,WARN,PASS,WARN,75
2026-05-12 16:38:07,BATCH_001,2595,361,388,464,393,WARN,PASS,WARN,75
2026-05-12 16:38:19,BATCH_001,2600,361,389,464,389,WARN,PASS,WARN,75
2026-05-12 16:38:31,BATCH_001,2605,361,387,463,394,WARN,PASS,WARN,75
2026-05-12 16:38:43,BATCH_001,2610,354,383,455,384,WARN,PASS,WARN,75
2026-05-12 16:38:56,BATCH_001,2615,360,397,465,391,WARN,PASS,WARN,75
2026-05-12 16:39:08,BATCH_001,2620,360,386,467,393,WARN,PASS,WARN,75
